Blue,CloudMask,CloudMaskConfidence,Green,ImageDate,ImageName,Lake,NIR,Organization,Red,SWIR1,SWIR2,Sensor,StationID
733,1,1,1127,8/2/1992,LT50380321992215,Utah,535,UTAHDWQ,869,74,17,LANDSAT/LT5_SR,4917390
661,0,1,976,8/2/1992,LT50380321992215,Utah,1178,UTAHDWQ,994,125,-18,LANDSAT/LT5_SR,4917450
982,1,1,1432,8/2/1992,LT50380321992215,Utah,585,UTAHDWQ,1241,106,57,LANDSAT/LT5_SR,4917500
1382,0,1,1883,8/2/1992,LT50380321992215,Utah,1140,UTAHDWQ,1788,149,130,LANDSAT/LT5_SR,4917520
1424,0,1,1726,8/2/1992,LT50380321992215,Utah,2505,UTAHDWQ,1986,3275,3041,LANDSAT/LT5_SR,4917600
712,1,1,1088,8/2/1992,LT50380321992215,Utah,875,UTAHDWQ,1054,124,54,LANDSAT/LT5_SR,4917770
1006,1,1,1585,8/18/1992,LT50380321992231,Utah,920,UTAHDWQ,1329,53,57,LANDSAT/LT5_SR,4917310
954,1,1,1465,8/18/1992,LT50380321992231,Utah,884,UTAHDWQ,1139,82,-17,LANDSAT/LT5_SR,4917370
772,1,1,1308,8/18/1992,LT50380321992231,Utah,882,UTAHDWQ,947,80,58,LANDSAT/LT5_SR,4917390
668,2,1,991,8/18/1992,LT50380321992231,Utah,1276,UTAHDWQ,1042,79,57,LANDSAT/LT5_SR,4917450
673,1,1,1155,8/18/1992,LT50380321992231,Utah,692,UTAHDWQ,859,111,99,LANDSAT/LT5_SR,4917500
1107,1,1,1664,8/18/1992,LT50380321992231,Utah,960,UTAHDWQ,1425,54,-19,LANDSAT/LT5_SR,4917520
1619,0,2,2008,8/18/1992,LT50380321992231,Utah,2866,UTAHDWQ,2207,3486,3268,LANDSAT/LT5_SR,4917600
766,0,1,1109,8/18/1992,LT50380321992231,Utah,1473,UTAHDWQ,1073,287,135,LANDSAT/LT5_SR,4917770
20000,4,3,5755,9/3/1992,LT50380321992247,Utah,6370,UTAHDWQ,5793,4578,3931,LANDSAT/LT5_SR,4917310
3009,4,3,3218,9/3/1992,LT50380321992247,Utah,3252,UTAHDWQ,3159,2090,1813,LANDSAT/LT5_SR,4917370
3388,4,3,3582,9/3/1992,LT50380321992247,Utah,3783,UTAHDWQ,3522,2391,2099,LANDSAT/LT5_SR,4917390
20000,4,3,6975,9/3/1992,LT50380321992247,Utah,7561,UTAHDWQ,6963,3677,2913,LANDSAT/LT5_SR,4917450
4236,4,3,4370,9/3/1992,LT50380321992247,Utah,4588,UTAHDWQ,4298,2471,2137,LANDSAT/LT5_SR,4917500
4173,4,3,4344,9/3/1992,LT50380321992247,Utah,5004,UTAHDWQ,4342,4443,4216,LANDSAT/LT5_SR,4917520
20000,4,3,6268,9/3/1992,LT50380321992247,Utah,6789,UTAHDWQ,6281,3126,2583,LANDSAT/LT5_SR,4917600
20000,4,3,6744,9/3/1992,LT50380321992247,Utah,7241,UTAHDWQ,6739,3376,2750,LANDSAT/LT5_SR,4917770
1324,0,1,1799,9/19/1992,LT50380321992263,Utah,1532,UTAHDWQ,1747,125,66,LANDSAT/LT5_SR,4917310
1038,1,1,1575,9/19/1992,LT50380321992263,Utah,961,UTAHDWQ,1352,155,24,LANDSAT/LT5_SR,4917370
888,1,1,1398,9/19/1992,LT50380321992263,Utah,701,UTAHDWQ,1174,70,112,LANDSAT/LT5_SR,4917390
723,0,1,919,9/19/1992,LT50380321992263,Utah,1093,UTAHDWQ,929,102,27,LANDSAT/LT5_SR,4917450
848,1,1,1227,9/19/1992,LT50380321992263,Utah,582,UTAHDWQ,970,77,-55,LANDSAT/LT5_SR,4917500
1326,0,1,1839,9/19/1992,LT50380321992263,Utah,1399,UTAHDWQ,1744,68,67,LANDSAT/LT5_SR,4917520
1286,0,1,1704,9/19/1992,LT50380321992263,Utah,2734,UTAHDWQ,1879,3124,2929,LANDSAT/LT5_SR,4917600
911,0,1,1134,9/19/1992,LT50380321992263,Utah,1700,UTAHDWQ,1174,1744,1240,LANDSAT/LT5_SR,4917770
905,1,1,1515,10/5/1992,LT50380321992279,Utah,752,UTAHDWQ,1221,166,72,LANDSAT/LT5_SR,4917310
995,1,1,1514,10/5/1992,LT50380321992279,Utah,664,UTAHDWQ,1223,76,74,LANDSAT/LT5_SR,4917370
1031,1,1,1512,10/5/1992,LT50380321992279,Utah,717,UTAHDWQ,1262,142,123,LANDSAT/LT5_SR,4917390
796,0,1,1034,10/5/1992,LT50380321992279,Utah,1182,UTAHDWQ,1032,112,77,LANDSAT/LT5_SR,4917450
809,1,1,1181,10/5/1992,LT50380321992279,Utah,538,UTAHDWQ,959,114,-13,LANDSAT/LT5_SR,4917500
1070,1,1,1658,10/5/1992,LT50380321992279,Utah,759,UTAHDWQ,1378,77,75,LANDSAT/LT5_SR,4917520
1652,0,1,2077,10/5/1992,LT50380321992279,Utah,2977,UTAHDWQ,2327,3573,3342,LANDSAT/LT5_SR,4917600
1031,0,1,1321,10/5/1992,LT50380321992279,Utah,1694,UTAHDWQ,1300,1600,1152,LANDSAT/LT5_SR,4917770
20000,4,3,7890,10/21/1992,LT50380321992295,Utah,8253,UTAHDWQ,8051,3211,2634,LANDSAT/LT5_SR,4917310
5420,4,3,5427,10/21/1992,LT50380321992295,Utah,5407,UTAHDWQ,5434,2220,1519,LANDSAT/LT5_SR,4917370
20000,4,3,6544,10/21/1992,LT50380321992295,Utah,6602,UTAHDWQ,6523,3069,2421,LANDSAT/LT5_SR,4917390
20000,4,3,11154,10/21/1992,LT50380321992295,Utah,12014,UTAHDWQ,20000,8648,6504,LANDSAT/LT5_SR,4917450
20000,4,3,9592,10/21/1992,LT50380321992295,Utah,10041,UTAHDWQ,9678,6816,5869,LANDSAT/LT5_SR,4917500
20000,4,3,7445,10/21/1992,LT50380321992295,Utah,7790,UTAHDWQ,7476,4839,4437,LANDSAT/LT5_SR,4917520
20000,4,3,7543,10/21/1992,LT50380321992295,Utah,7892,UTAHDWQ,7599,6040,4755,LANDSAT/LT5_SR,4917600
20000,4,3,7046,10/21/1992,LT50380321992295,Utah,7223,UTAHDWQ,7021,3247,2315,LANDSAT/LT5_SR,4917770
1589,1,1,2090,5/1/1993,LT50380321993121,Utah,836,UTAHDWQ,1915,83,47,LANDSAT/LT5_SR,4917310
1648,1,1,2162,5/1/1993,LT50380321993121,Utah,801,UTAHDWQ,1973,61,85,LANDSAT/LT5_SR,4917370
1269,1,1,1763,5/1/1993,LT50380321993121,Utah,628,UTAHDWQ,1470,96,52,LANDSAT/LT5_SR,4917390
850,1,1,1121,5/1/1993,LT50380321993121,Utah,664,UTAHDWQ,1073,120,52,LANDSAT/LT5_SR,4917450
1125,1,1,1578,5/1/1993,LT50380321993121,Utah,482,UTAHDWQ,1199,121,53,LANDSAT/LT5_SR,4917500
1511,1,1,2085,5/1/1993,LT50380321993121,Utah,688,UTAHDWQ,1692,61,48,LANDSAT/LT5_SR,4917520
853,1,1,1351,5/1/1993,LT50380321993121,Utah,589,UTAHDWQ,1136,119,51,LANDSAT/LT5_SR,4917600
873,1,1,1274,5/1/1993,LT50380321993121,Utah,813,UTAHDWQ,1197,97,53,LANDSAT/LT5_SR,4917770
1512,1,1,1961,5/17/1993,LT50380321993137,Utah,555,UTAHDWQ,1568,81,10,LANDSAT/LT5_SR,4917310
1569,1,1,1934,5/17/1993,LT50380321993137,Utah,514,UTAHDWQ,1588,26,54,LANDSAT/LT5_SR,4917370
1146,1,1,1544,5/17/1993,LT50380321993137,Utah,390,UTAHDWQ,1177,90,50,LANDSAT/LT5_SR,4917390
672,1,1,1030,5/17/1993,LT50380321993137,Utah,649,UTAHDWQ,1031,92,51,LANDSAT/LT5_SR,4917450
1292,1,1,1721,5/17/1993,LT50380321993137,Utah,413,UTAHDWQ,1358,77,19,LANDSAT/LT5_SR,4917500
1515,1,1,1942,5/17/1993,LT50380321993137,Utah,541,UTAHDWQ,1533,93,87,LANDSAT/LT5_SR,4917520
773,1,1,1259,5/17/1993,LT50380321993137,Utah,552,UTAHDWQ,1011,122,89,LANDSAT/LT5_SR,4917600
514,1,1,916,5/17/1993,LT50380321993137,Utah,463,UTAHDWQ,790,90,15,LANDSAT/LT5_SR,4917770
1579,1,1,2069,6/2/1993,LT50380321993153,Utah,675,UTAHDWQ,1666,90,84,LANDSAT/LT5_SR,4917310
1311,4,1,1634,6/2/1993,LT50380321993153,Utah,894,UTAHDWQ,1402,329,225,LANDSAT/LT5_SR,4917370
1649,1,1,2099,6/2/1993,LT50380321993153,Utah,823,UTAHDWQ,1867,211,225,LANDSAT/LT5_SR,4917390
663,1,1,1094,6/2/1993,LT50380321993153,Utah,715,UTAHDWQ,1023,140,120,LANDSAT/LT5_SR,4917450
20000,4,3,5151,6/2/1993,LT50380321993153,Utah,5202,UTAHDWQ,5129,5351,5066,LANDSAT/LT5_SR,4917500
1846,1,1,2391,6/2/1993,LT50380321993153,Utah,964,UTAHDWQ,1987,185,85,LANDSAT/LT5_SR,4917520
2089,4,3,2450,6/2/1993,LT50380321993153,Utah,2561,UTAHDWQ,2324,2003,1657,LANDSAT/LT5_SR,4917600
897,1,1,1419,6/2/1993,LT50380321993153,Utah,786,UTAHDWQ,1256,139,85,LANDSAT/LT5_SR,4917770
1394,1,1,1778,6/18/1993,LT50380321993169,Utah,639,UTAHDWQ,1456,113,85,LANDSAT/LT5_SR,4917310
1466,1,1,1922,6/18/1993,LT50380321993169,Utah,531,UTAHDWQ,1485,65,86,LANDSAT/LT5_SR,4917370
1364,1,1,1767,6/18/1993,LT50380321993169,Utah,548,UTAHDWQ,1482,99,54,LANDSAT/LT5_SR,4917390
791,1,1,1129,6/18/1993,LT50380321993169,Utah,792,UTAHDWQ,964,260,264,LANDSAT/LT5_SR,4917450
1385,1,1,1872,6/18/1993,LT50380321993169,Utah,586,UTAHDWQ,1454,76,54,LANDSAT/LT5_SR,4917500
1412,1,1,1885,6/18/1993,LT50380321993169,Utah,677,UTAHDWQ,1573,161,192,LANDSAT/LT5_SR,4917520
1125,1,1,1557,6/18/1993,LT50380321993169,Utah,693,UTAHDWQ,1340,77,55,LANDSAT/LT5_SR,4917600
873,1,1,1274,6/18/1993,LT50380321993169,Utah,654,UTAHDWQ,1054,215,159,LANDSAT/LT5_SR,4917770
902,1,1,1433,7/20/1993,LT50380321993201,Utah,602,UTAHDWQ,1066,153,128,LANDSAT/LT5_SR,4917310
1226,1,1,1712,7/20/1993,LT50380321993201,Utah,677,UTAHDWQ,1383,156,129,LANDSAT/LT5_SR,4917370
1063,1,1,1539,7/20/1993,LT50380321993201,Utah,567,UTAHDWQ,1152,177,128,LANDSAT/LT5_SR,4917390
661,1,1,1007,7/20/1993,LT50380321993201,Utah,745,UTAHDWQ,866,108,128,LANDSAT/LT5_SR,4917450
1179,1,1,1679,7/20/1993,LT50380321993201,Utah,643,UTAHDWQ,1327,180,93,LANDSAT/LT5_SR,4917500
1379,1,1,1867,7/20/1993,LT50380321993201,Utah,987,UTAHDWQ,1649,243,233,LANDSAT/LT5_SR,4917520
883,1,1,1364,7/20/1993,LT50380321993201,Utah,1026,UTAHDWQ,1241,110,59,LANDSAT/LT5_SR,4917600
904,1,1,1397,7/20/1993,LT50380321993201,Utah,638,UTAHDWQ,1125,129,92,LANDSAT/LT5_SR,4917770
1019,1,1,1517,8/5/1993,LT50380321993217,Utah,510,UTAHDWQ,1188,55,56,LANDSAT/LT5_SR,4917310
1237,1,1,1658,8/5/1993,LT50380321993217,Utah,603,UTAHDWQ,1487,39,24,LANDSAT/LT5_SR,4917370
939,1,1,1405,8/5/1993,LT50380321993217,Utah,393,UTAHDWQ,1064,27,56,LANDSAT/LT5_SR,4917390
614,1,1,957,8/5/1993,LT50380321993217,Utah,593,UTAHDWQ,856,58,58,LANDSAT/LT5_SR,4917450
1116,1,1,1553,8/5/1993,LT50380321993217,Utah,419,UTAHDWQ,1164,39,61,LANDSAT/LT5_SR,4917500
1283,1,1,1742,8/5/1993,LT50380321993217,Utah,738,UTAHDWQ,1523,55,56,LANDSAT/LT5_SR,4917520
826,1,1,1299,8/5/1993,LT50380321993217,Utah,677,UTAHDWQ,1075,65,61,LANDSAT/LT5_SR,4917600
663,1,1,1143,8/5/1993,LT50380321993217,Utah,475,UTAHDWQ,884,56,20,LANDSAT/LT5_SR,4917770
998,1,1,1571,8/21/1993,LT50380321993233,Utah,874,UTAHDWQ,1247,129,95,LANDSAT/LT5_SR,4917310
1386,1,1,1878,8/21/1993,LT50380321993233,Utah,1036,UTAHDWQ,1723,110,98,LANDSAT/LT5_SR,4917370
1223,1,1,1650,8/21/1993,LT50380321993233,Utah,758,UTAHDWQ,1473,130,134,LANDSAT/LT5_SR,4917390
865,1,1,1170,8/21/1993,LT50380321993233,Utah,995,UTAHDWQ,1151,106,135,LANDSAT/LT5_SR,4917450
1279,1,1,1714,8/21/1993,LT50380321993233,Utah,621,UTAHDWQ,1405,67,63,LANDSAT/LT5_SR,4917500
1404,1,1,1887,8/21/1993,LT50380321993233,Utah,995,UTAHDWQ,1761,105,96,LANDSAT/LT5_SR,4917520
986,1,1,1373,8/21/1993,LT50380321993233,Utah,889,UTAHDWQ,1220,68,64,LANDSAT/LT5_SR,4917600
1065,1,1,1529,8/21/1993,LT50380321993233,Utah,839,UTAHDWQ,1376,106,96,LANDSAT/LT5_SR,4917770
20000,4,3,6609,9/6/1993,LT50380321993249,Utah,7129,UTAHDWQ,6587,5907,5444,LANDSAT/LT5_SR,4917310
3627,4,3,3983,9/6/1993,LT50380321993249,Utah,4184,UTAHDWQ,4007,4894,4864,LANDSAT/LT5_SR,4917370
20000,4,3,4776,9/6/1993,LT50380321993249,Utah,5147,UTAHDWQ,4756,4642,4473,LANDSAT/LT5_SR,4917390
3253,4,3,3564,9/6/1993,LT50380321993249,Utah,4614,UTAHDWQ,3538,3785,3297,LANDSAT/LT5_SR,4917450
719,2,1,954,9/6/1993,LT50380321993249,Utah,396,UTAHDWQ,715,114,103,LANDSAT/LT5_SR,4917500
806,4,1,1082,9/6/1993,LT50380321993249,Utah,775,UTAHDWQ,956,391,269,LANDSAT/LT5_SR,4917520
493,2,1,736,9/6/1993,LT50380321993249,Utah,687,UTAHDWQ,676,196,184,LANDSAT/LT5_SR,4917600
2548,4,3,2852,9/6/1993,LT50380321993249,Utah,3408,UTAHDWQ,2825,3175,2960,LANDSAT/LT5_SR,4917770
687,1,1,1147,9/22/1993,LT50380321993265,Utah,526,UTAHDWQ,759,43,69,LANDSAT/LT5_SR,4917310
1180,1,1,1585,9/22/1993,LT50380321993265,Utah,488,UTAHDWQ,1186,46,27,LANDSAT/LT5_SR,4917370
1047,1,1,1499,9/22/1993,LT50380321993265,Utah,529,UTAHDWQ,1186,16,27,LANDSAT/LT5_SR,4917390
538,1,1,885,9/22/1993,LT50380321993265,Utah,658,UTAHDWQ,726,45,70,LANDSAT/LT5_SR,4917450
1126,1,1,1585,9/22/1993,LT50380321993265,Utah,494,UTAHDWQ,1188,77,71,LANDSAT/LT5_SR,4917500
954,1,1,1411,9/22/1993,LT50380321993265,Utah,570,UTAHDWQ,1079,43,26,LANDSAT/LT5_SR,4917520
773,1,1,1196,9/22/1993,LT50380321993265,Utah,747,UTAHDWQ,978,75,28,LANDSAT/LT5_SR,4917600
805,1,1,1192,9/22/1993,LT50380321993265,Utah,486,UTAHDWQ,939,73,27,LANDSAT/LT5_SR,4917770
1002,1,1,1433,10/24/1993,LT50380321993297,Utah,405,UTAHDWQ,1109,94,35,LANDSAT/LT5_SR,4917310
1202,1,1,1594,10/24/1993,LT50380321993297,Utah,412,UTAHDWQ,1241,26,37,LANDSAT/LT5_SR,4917370
1011,1,1,1380,10/24/1993,LT50380321993297,Utah,359,UTAHDWQ,1068,62,37,LANDSAT/LT5_SR,4917390
681,1,1,1054,10/24/1993,LT50380321993297,Utah,570,UTAHDWQ,980,62,37,LANDSAT/LT5_SR,4917450
1040,1,1,1488,10/24/1993,LT50380321993297,Utah,359,UTAHDWQ,1024,62,91,LANDSAT/LT5_SR,4917500
952,1,1,1379,10/24/1993,LT50380321993297,Utah,302,UTAHDWQ,936,61,37,LANDSAT/LT5_SR,4917520
639,1,1,1112,10/24/1993,LT50380321993297,Utah,413,UTAHDWQ,852,-7,37,LANDSAT/LT5_SR,4917600
707,1,1,1162,10/24/1993,LT50380321993297,Utah,410,UTAHDWQ,892,97,-16,LANDSAT/LT5_SR,4917770
941,2,1,1167,5/4/1994,LT50380321994124,Utah,232,UTAHDWQ,754,61,48,LANDSAT/LT5_SR,4917310
2929,4,3,3248,5/4/1994,LT50380321994124,Utah,2366,UTAHDWQ,2908,2244,2352,LANDSAT/LT5_SR,4917370
1216,1,1,1485,5/4/1994,LT50380321994124,Utah,222,UTAHDWQ,836,48,-18,LANDSAT/LT5_SR,4917390
484,1,1,828,5/4/1994,LT50380321994124,Utah,334,UTAHDWQ,649,71,15,LANDSAT/LT5_SR,4917450
1521,1,1,1821,5/4/1994,LT50380321994124,Utah,354,UTAHDWQ,1151,104,56,LANDSAT/LT5_SR,4917500
2516,4,3,2844,5/4/1994,LT50380321994124,Utah,2386,UTAHDWQ,2547,2110,2222,LANDSAT/LT5_SR,4917520
3736,4,3,3952,5/4/1994,LT50380321994124,Utah,4292,UTAHDWQ,3925,4285,4129,LANDSAT/LT5_SR,4917600
1041,1,1,1485,5/4/1994,LT50380321994124,Utah,294,UTAHDWQ,1052,46,52,LANDSAT/LT5_SR,4917770
1467,1,1,1885,5/20/1994,LT50380321994140,Utah,530,UTAHDWQ,1599,-5,50,LANDSAT/LT5_SR,4917310
1678,1,1,2008,5/20/1994,LT50380321994140,Utah,586,UTAHDWQ,1733,77,90,LANDSAT/LT5_SR,4917370
1449,1,1,1808,5/20/1994,LT50380321994140,Utah,428,UTAHDWQ,1508,21,16,LANDSAT/LT5_SR,4917390
548,1,1,892,5/20/1994,LT50380321994140,Utah,357,UTAHDWQ,769,22,51,LANDSAT/LT5_SR,4917450
1630,1,1,1977,5/20/1994,LT50380321994140,Utah,514,UTAHDWQ,1650,53,19,LANDSAT/LT5_SR,4917500
1539,1,1,1960,5/20/1994,LT50380321994140,Utah,493,UTAHDWQ,1599,18,14,LANDSAT/LT5_SR,4917520
1239,1,1,1696,5/20/1994,LT50380321994140,Utah,544,UTAHDWQ,1391,97,88,LANDSAT/LT5_SR,4917600
1137,1,1,1553,5/20/1994,LT50380321994140,Utah,426,UTAHDWQ,1272,44,15,LANDSAT/LT5_SR,4917770
,,,,5/29/1994,LT50370321994149,Utah,,UTAHDWQ,,,,LANDSAT/LT5_SR,4917450
1010,,,1280,6/14/1994,LT50370321994165,Utah,1546,UTAHDWQ,1377,209,228,LANDSAT/LT5_SR,4917450
1085,1,1,1523,7/7/1994,LT50380321994188,Utah,468,UTAHDWQ,1145,62,23,LANDSAT/LT5_SR,4917310
1222,1,1,1698,7/7/1994,LT50380321994188,Utah,572,UTAHDWQ,1315,131,94,LANDSAT/LT5_SR,4917370
1082,1,1,1489,7/7/1994,LT50380321994188,Utah,428,UTAHDWQ,1144,60,22,LANDSAT/LT5_SR,4917390
575,0,1,961,7/7/1994,LT50380321994188,Utah,818,UTAHDWQ,686,38,58,LANDSAT/LT5_SR,4917450
1088,1,1,1523,7/7/1994,LT50380321994188,Utah,470,UTAHDWQ,1117,63,58,LANDSAT/LT5_SR,4917500
1344,1,1,1802,7/7/1994,LT50380321994188,Utah,538,UTAHDWQ,1458,86,58,LANDSAT/LT5_SR,4917520
694,1,1,1211,7/7/1994,LT50380321994188,Utah,750,UTAHDWQ,890,62,58,LANDSAT/LT5_SR,4917600
979,1,1,1418,7/7/1994,LT50380321994188,Utah,537,UTAHDWQ,1144,61,23,LANDSAT/LT5_SR,4917770
1013,2,1,1421,7/23/1994,LT50380321994204,Utah,579,UTAHDWQ,1080,202,168,LANDSAT/LT5_SR,4917310
3360,4,3,3648,7/23/1994,LT50380321994204,Utah,3521,UTAHDWQ,3521,3267,2724,LANDSAT/LT5_SR,4917370
3915,4,3,4571,7/23/1994,LT50380321994204,Utah,4934,UTAHDWQ,4516,4161,3941,LANDSAT/LT5_SR,4917390
900,2,1,1191,7/23/1994,LT50380321994204,Utah,1140,UTAHDWQ,1197,95,128,LANDSAT/LT5_SR,4917450
1088,1,1,1531,7/23/1994,LT50380321994204,Utah,447,UTAHDWQ,1146,62,60,LANDSAT/LT5_SR,4917500
1273,4,1,1607,7/23/1994,LT50380321994204,Utah,654,UTAHDWQ,1291,276,279,LANDSAT/LT5_SR,4917520
800,1,1,1206,7/23/1994,LT50380321994204,Utah,777,UTAHDWQ,1028,87,60,LANDSAT/LT5_SR,4917600
2746,4,3,3152,7/23/1994,LT50380321994204,Utah,3375,UTAHDWQ,3059,2645,2524,LANDSAT/LT5_SR,4917770
20000,4,3,4512,8/8/1994,LT50380321994220,Utah,4981,UTAHDWQ,4404,2512,2031,LANDSAT/LT5_SR,4917310
2916,4,3,3087,8/8/1994,LT50380321994220,Utah,3207,UTAHDWQ,2931,1797,1424,LANDSAT/LT5_SR,4917370
2773,4,3,3124,8/8/1994,LT50380321994220,Utah,2980,UTAHDWQ,2871,1518,1196,LANDSAT/LT5_SR,4917390
1865,4,3,2166,8/8/1994,LT50380321994220,Utah,2725,UTAHDWQ,2117,1674,1238,LANDSAT/LT5_SR,4917450
923,1,1,1407,8/8/1994,LT50380321994220,Utah,922,UTAHDWQ,1011,218,174,LANDSAT/LT5_SR,4917500
1301,4,2,1557,8/8/1994,LT50380321994220,Utah,1494,UTAHDWQ,1407,752,590,LANDSAT/LT5_SR,4917520
690,2,1,992,8/8/1994,LT50380321994220,Utah,1340,UTAHDWQ,762,165,97,LANDSAT/LT5_SR,4917600
1071,2,1,1481,8/8/1994,LT50380321994220,Utah,916,UTAHDWQ,1344,237,172,LANDSAT/LT5_SR,4917770
264,0,1,606,8/24/1994,LT50380321994236,Utah,826,UTAHDWQ,379,64,63,LANDSAT/LT5_SR,4917310
911,1,1,1355,8/24/1994,LT50380321994236,Utah,677,UTAHDWQ,1054,18,26,LANDSAT/LT5_SR,4917370
565,1,1,1042,8/24/1994,LT50380321994236,Utah,592,UTAHDWQ,670,65,24,LANDSAT/LT5_SR,4917390
648,1,1,1043,8/24/1994,LT50380321994236,Utah,905,UTAHDWQ,957,41,24,LANDSAT/LT5_SR,4917450
512,1,1,933,8/24/1994,LT50380321994236,Utah,368,UTAHDWQ,586,44,65,LANDSAT/LT5_SR,4917500
831,1,1,1355,8/24/1994,LT50380321994236,Utah,942,UTAHDWQ,1048,62,62,LANDSAT/LT5_SR,4917520
489,0,1,971,8/24/1994,LT50380321994236,Utah,1563,UTAHDWQ,741,69,65,LANDSAT/LT5_SR,4917600
668,1,1,1081,8/24/1994,LT50380321994236,Utah,905,UTAHDWQ,957,14,64,LANDSAT/LT5_SR,4917770
861,1,1,1426,9/9/1994,LT50380321994252,Utah,876,UTAHDWQ,1162,67,65,LANDSAT/LT5_SR,4917310
758,1,1,1260,9/9/1994,LT50380321994252,Utah,718,UTAHDWQ,931,74,28,LANDSAT/LT5_SR,4917370
785,1,1,1300,9/9/1994,LT50380321994252,Utah,630,UTAHDWQ,960,43,67,LANDSAT/LT5_SR,4917390
704,1,1,1008,9/9/1994,LT50380321994252,Utah,960,UTAHDWQ,961,16,-13,LANDSAT/LT5_SR,4917450
820,1,1,1342,9/9/1994,LT50380321994252,Utah,636,UTAHDWQ,965,101,28,LANDSAT/LT5_SR,4917500
1031,0,1,1510,9/9/1994,LT50380321994252,Utah,1166,UTAHDWQ,1298,67,108,LANDSAT/LT5_SR,4917520
864,0,1,1263,9/9/1994,LT50380321994252,Utah,1574,UTAHDWQ,1232,72,27,LANDSAT/LT5_SR,4917600
887,1,1,1299,9/9/1994,LT50380321994252,Utah,794,UTAHDWQ,1196,15,66,LANDSAT/LT5_SR,4917770
670,1,1,1114,9/25/1994,LT50380321994268,Utah,506,UTAHDWQ,833,77,29,LANDSAT/LT5_SR,4917310
943,1,1,1385,9/25/1994,LT50380321994268,Utah,552,UTAHDWQ,1125,20,73,LANDSAT/LT5_SR,4917370
835,1,1,1251,9/25/1994,LT50380321994268,Utah,465,UTAHDWQ,908,50,-12,LANDSAT/LT5_SR,4917390
789,1,1,1116,9/25/1994,LT50380321994268,Utah,641,UTAHDWQ,1017,21,30,LANDSAT/LT5_SR,4917450
817,1,1,1297,9/25/1994,LT50380321994268,Utah,466,UTAHDWQ,945,22,30,LANDSAT/LT5_SR,4917500
988,1,1,1340,9/25/1994,LT50380321994268,Utah,551,UTAHDWQ,1052,-7,73,LANDSAT/LT5_SR,4917520
772,1,1,1163,9/25/1994,LT50380321994268,Utah,903,UTAHDWQ,981,50,30,LANDSAT/LT5_SR,4917600
721,1,1,1160,9/25/1994,LT50380321994268,Utah,684,UTAHDWQ,980,21,74,LANDSAT/LT5_SR,4917770
1063,1,1,1514,10/11/1994,LT50380321994284,Utah,713,UTAHDWQ,1178,18,31,LANDSAT/LT5_SR,4917310
1148,1,1,1562,10/11/1994,LT50380321994284,Utah,570,UTAHDWQ,1180,55,132,LANDSAT/LT5_SR,4917370
929,1,1,1363,10/11/1994,LT50380321994284,Utah,525,UTAHDWQ,1020,57,83,LANDSAT/LT5_SR,4917390
975,1,1,1313,10/11/1994,LT50380321994284,Utah,1110,UTAHDWQ,1421,121,33,LANDSAT/LT5_SR,4917450
1129,1,1,1611,10/11/1994,LT50380321994284,Utah,672,UTAHDWQ,1301,57,34,LANDSAT/LT5_SR,4917500
1013,1,1,1615,10/11/1994,LT50380321994284,Utah,664,UTAHDWQ,1178,51,31,LANDSAT/LT5_SR,4917520
806,0,1,1316,10/11/1994,LT50380321994284,Utah,1160,UTAHDWQ,1061,87,132,LANDSAT/LT5_SR,4917600
795,1,1,1261,10/11/1994,LT50380321994284,Utah,619,UTAHDWQ,1018,21,33,LANDSAT/LT5_SR,4917770
3451,4,3,3617,10/27/1994,LT50380321994300,Utah,3720,UTAHDWQ,3492,2713,2434,LANDSAT/LT5_SR,4917310
3261,4,3,3429,10/27/1994,LT50380321994300,Utah,3295,UTAHDWQ,3239,2398,2315,LANDSAT/LT5_SR,4917370
2223,4,3,2533,10/27/1994,LT50380321994300,Utah,2255,UTAHDWQ,2268,1649,1549,LANDSAT/LT5_SR,4917390
3090,4,3,3165,10/27/1994,LT50380321994300,Utah,3527,UTAHDWQ,3128,2551,2252,LANDSAT/LT5_SR,4917450
2873,4,3,3232,10/27/1994,LT50380321994300,Utah,2925,UTAHDWQ,2930,2160,1959,LANDSAT/LT5_SR,4917500
3742,4,3,4000,10/27/1994,LT50380321994300,Utah,4087,UTAHDWQ,3850,2793,2612,LANDSAT/LT5_SR,4917520
1402,4,3,1825,10/27/1994,LT50380321994300,Utah,1886,UTAHDWQ,1755,1333,1195,LANDSAT/LT5_SR,4917600
2899,4,3,3103,10/27/1994,LT50380321994300,Utah,3166,UTAHDWQ,2978,2276,2077,LANDSAT/LT5_SR,4917770
1144,1,1,1611,6/24/1995,LT50380321995175,Utah,309,UTAHDWQ,1121,78,55,LANDSAT/LT5_SR,4917310
1436,1,1,1743,6/24/1995,LT50380321995175,Utah,366,UTAHDWQ,1357,39,59,LANDSAT/LT5_SR,4917370
1114,1,1,1572,6/24/1995,LT50380321995175,Utah,283,UTAHDWQ,1182,33,-12,LANDSAT/LT5_SR,4917390
334,1,1,645,6/24/1995,LT50380321995175,Utah,362,UTAHDWQ,430,14,-10,LANDSAT/LT5_SR,4917450
1475,1,1,1851,6/24/1995,LT50380321995175,Utah,332,UTAHDWQ,1444,63,23,LANDSAT/LT5_SR,4917500
1416,1,1,1825,6/24/1995,LT50380321995175,Utah,423,UTAHDWQ,1504,56,92,LANDSAT/LT5_SR,4917520
